,eval_ess_flow,eval_ess_ais,test_set_modes_mean_log_prob,test_set_ais_mean_log_prob,seed,model_name
0,0.8248190766614677,0.8248190766614674,-21.277554409928438,-29.2700699548388,1.0,fab_buffer
1,0.7591811417586861,0.7591811417586867,-21.3770758436032,-29.301350222336676,2.0,fab_buffer
2,0.8000233698733701,0.8000233698733695,-21.22656272648563,-29.258682872590565,3.0,fab_buffer
3,0.05624328033073242,0.05624328033073238,-27.225433204028498,-30.916882326896804,1.0,fab_no_buffer
4,0.04618369715000985,0.04618369715000991,-27.791105106074845,-31.021240801458465,2.0,fab_no_buffer
5,0.019336444475220066,0.01933644447615409,-29.010458949318913,-31.821554847180774,3.0,fab_no_buffer
6,0.0068396641428216404,,-395.4696806401847,-128.40785400463838,1.0,snf
7,0.015472420349306334,,-348.9797013969957,-119.24546190240984,2.0,snf
8,0.008630929660933595,,-338.2848107375328,-130.10326370680752,3.0,snf
